"lang"
{
  "Language"		"English"


"DOTA_Tooltip_Ability_item_build_well_of_pain"  "Build Well of Pain"
"DOTA_Tooltip_Ability_item_build_well_of_pain_Lore"    "Upgrades: 0"
"DOTA_Tooltip_Ability_item_build_well_of_pain_Description"  "<font color='#C40000'>Killing Building</font>\nAbility: Touch of Pain\nDeals 200 damage to a random enemy."

"DOTA_Tooltip_Ability_item_build_forgotten_one"  "Build Forgotten One"
"DOTA_Tooltip_Ability_item_build_forgotten_one_Lore"    "Upgrades: 0"
"DOTA_Tooltip_Ability_item_build_forgotten_one_Description"  "<font color='#C40000'>Killing Building</font>\nAbility: Tentacle Prison\nCreates 6 aggressive tentacles around a random enemy unit. raised tentacles have a lesser critical strike."

"DOTA_Tooltip_Ability_item_build_corrupted_protector"  "Build Corrupted Protector"
"DOTA_Tooltip_Ability_item_build_corrupted_protector_Lore"    "Upgrades: 0"
"DOTA_Tooltip_Ability_item_build_corrupted_protector_Description"  "<font color='#a3098c'>Tower</font>\nAttack: Chaos (800 range)\n\n<h1>Abilities</h1>- Splash Damage"

"DOTA_Tooltip_Ability_item_build_eye_of_corruption"  "Build Eye of Corruption"
"DOTA_Tooltip_Ability_item_build_eye_of_corruption_Lore"    "Upgrades: 0"
"DOTA_Tooltip_Ability_item_build_eye_of_corruption_Description"  "<font color='#FFBF00'>Support Building</font>\nAbility: Gaze of Corruption\nLowers the armor of all enemies by 6. Effect does not stack."

"DOTA_Tooltip_Ability_gaze_of_corruption"   "Gaze of Corruption"
"DOTA_Tooltip_Ability_gaze_of_corruption_Description"   "Lowers the armor of all enemies by 6. Effect does not stack."
"DOTA_Tooltip_Ability_tentacle_prison"   "Tentacle Prison"
"DOTA_Tooltip_Ability_tentacle_prison_Description"   "Creates 6 aggressive tentacles around a random enemy unit. raised tentacles have a lesser critical strike."
"DOTA_Tooltip_Ability_tentacle_critical_strike"   "Critical Strike"
"DOTA_Tooltip_Ability_tentacle_critical_strike_crit_chance"   "%Crit Chance:"
"DOTA_Tooltip_Ability_tentacle_critical_strike_crit_damage"   "Crit Damage:"
"DOTA_Tooltip_Ability_tentacle_critical_strike_Description"   "Has a chance to do a critical hit."
"DOTA_Tooltip_Ability_touch_of_pain"   "Touch of Pain"
"DOTA_Tooltip_Ability_touch_of_pain_Description"   "Deals 200 damage to a random enemy."
"DOTA_Tooltip_Ability_corrupted_weakening_attack"   "Weakening Attack"
"DOTA_Tooltip_Ability_corrupted_weakening_attack_damage"   "%Damage:"
"DOTA_Tooltip_Ability_corrupted_weakening_attack_Description"   "The treant lowers the attack of units it hits."
"DOTA_Tooltip_Ability_corrupted_treant_cleave"   "Cleave"
"DOTA_Tooltip_Ability_corrupted_treant_cleave_cleave_damage"   "%Damage:"
"DOTA_Tooltip_Ability_corrupted_treant_cleave_Description"   "Attacks do damage to units behind the target."
"DOTA_Tooltip_Ability_corrupted_treant_critical_strike"   "Critical Strike"
"DOTA_Tooltip_Ability_corrupted_treant_critical_strike_crit_chance"   "%Crit Chance:"
"DOTA_Tooltip_Ability_corrupted_treant_critical_strike_crit_damage"   "Crit Damage:"
"DOTA_Tooltip_Ability_corrupted_treant_critical_strike_Description"   "Has a chance to do a critical hit."
"DOTA_Tooltip_Ability_fan_of_spikes"   "Fan of Spikes"
"DOTA_Tooltip_Ability_fan_of_spikes_duration"   "Stun Duration:"
"DOTA_Tooltip_Ability_fan_of_spikes_damage"   "Damage:"
"DOTA_Tooltip_Ability_fan_of_spikes_Description"   "Sends a fan of spikes outwards in front of the Annihilator in a cone, dealing damage and stunning enemies hit by the spikes."
"DOTA_Tooltip_Ability_void_walker_incinerate"   "Incinerate"
"DOTA_Tooltip_Ability_void_walker_incinerate_Description"   "(+7 dmg per hit) If the target dies, it explodes, dealing 80 spell damage to enemies in 150 aoe and half in 200 aoe"
"DOTA_Tooltip_Ability_void_walker_corruption_aura"   "Corruption Aura"
"DOTA_Tooltip_Ability_void_walker_corruption_aura_armor"   "Armor:"
"DOTA_Tooltip_Ability_void_walker_corruption_aura_radius"   "Radius:"
"DOTA_Tooltip_Ability_void_walker_corruption_aura_Description"   "Lowers the armor of nearby enemies."
"DOTA_Tooltip_Ability_nether_drake_splash_attack"   "Splash Attack"
"DOTA_Tooltip_Ability_nether_drake_splash_attack_bonus_damage"   "Bonus Damage:"
"DOTA_Tooltip_Ability_nether_drake_splash_attack_Description"   "Attacks deal extra damage and splash to nearby enemies."
"DOTA_Tooltip_Ability_felhound_haste_aura"   "Haste Aura"
"DOTA_Tooltip_Ability_felhound_haste_aura_attack_speed"   "Attack Speed:"
"DOTA_Tooltip_Ability_felhound_haste_aura_radius"   "Radius:"
"DOTA_Tooltip_Ability_felhound_haste_aura_Description"   "Nearby allies have their attack speed increased."
"DOTA_Tooltip_Ability_infernal_detonate"   "Detonate"
"DOTA_Tooltip_Ability_infernal_detonate_Description"   "Deals 100 damage to nearby units in 225 range. further targets take less damage"
"DOTA_Tooltip_Ability_infernal_line_damage"   "Line Damage"
"DOTA_Tooltip_Ability_infernal_line_damage_Description"   "Attacks do %damage% additional damage to all units in a line"
"DOTA_Tooltip_Ability_incubus_overtake"   "Overtake"
"DOTA_Tooltip_Ability_incubus_overtake_Description"   "%chance%%% chance on each attack to take control of the attacked unit. Does not affect Legendary Units. Cooldown for 1 second per %cooldown_per_health% health of the attacked unit."


"DOTA_Tooltip_modifier_weakening_attack_debuff"   "Weakened"
"DOTA_Tooltip_modifier_weakening_attack_debuff_Description"   "This unit has reduced damage."
"DOTA_Tooltip_modifier_incinerate_debuff"   "Incinerate"
"DOTA_Tooltip_modifier_incinerate_debuff_Description"   "Taking increased damage from Void Walkers. Will explode upon death. Very sad."
"DOTA_Tooltip_modifier_haste_aura"   "Haste Aura"
"DOTA_Tooltip_modifier_haste_aura_Description"   "Nearby allies have increased attack speed"
"DOTA_Tooltip_modifier_haste_aura_buff"   "Haste"
"DOTA_Tooltip_modifier_haste_aura_buff_Description"   "Attack speed increased"
"DOTA_Tooltip_modifier_gaze_of_corruption_aura"   "Gaze of Corruption Aura"
"DOTA_Tooltip_modifier_gaze_of_corruption_aura_Description"   "Reducing the armor of all enemy units."
"DOTA_Tooltip_modifier_gaze_of_corruption_debuff"   "Corrupted"
"DOTA_Tooltip_modifier_gaze_of_corruption_debuff_Description"   "Armor reduced"
"DOTA_Tooltip_modifier_corruption_aura"   "Corruption Aura"
"DOTA_Tooltip_modifier_corruption_aura_Description"   "Reducing the armor of nearby enemies"
"DOTA_Tooltip_modifier_corruption_aura_debuff"   "Corrupted"
"DOTA_Tooltip_modifier_corruption_aura_debuff_Description"   "Armor reduced."
"DOTA_Tooltip_modifier_succubus_curse"   "Cursed"
"DOTA_Tooltip_modifier_succubus_curse_Description"   "This unit has a chance to miss attacks."
"DOTA_Tooltip_modifier_chaos_warrior_roar"   "Rallied"
"DOTA_Tooltip_modifier_chaos_warrior_roar_Description"   "This unit has increased attack damage."
"DOTA_Tooltip_modifier_quill_aura"   "Quill Aura"
"DOTA_Tooltip_modifier_quill_aura_Description"   "Nearby allies return a percentage of melee damage taken."
"DOTA_Tooltip_modifier_quill_aura_buff"   "Quilly"
"DOTA_Tooltip_modifier_quill_aura_buff_Description"   "Returning a percentage of melee damage taken."
"DOTA_Tooltip_modifier_present_of_chaos"   "Present of Chaos"
"DOTA_Tooltip_modifier_present_of_chaos_Description"   "Damage and Health increased"
"DOTA_Tooltip_modifier_infernal_immolation_debuff"   "Immolation Fire"
"DOTA_Tooltip_modifier_infernal_immolation_debuff_Description"   "Taking damage from Immolation"
"DOTA_Tooltip_modifier_present_of_chaos_armor"   "Present of Chaos"
"DOTA_Tooltip_modifier_present_of_chaos_armor_Description"   "Decreasing armor by 10"
"DOTA_Tooltip_modifier_present_of_chaos_corruption"   "Corruption"
"DOTA_Tooltip_modifier_present_of_chaos_corruption_Description"   "Your attacks reduce the target's armor by 10 for 3 seconds"
"DOTA_Tooltip_modifier_present_of_chaos_evasion"   "Present of Chaos"
"DOTA_Tooltip_modifier_present_of_chaos_evasion_Description"   "30%% Evasion"
"DOTA_Tooltip_modifier_present_of_chaos_crit"   "Present of Chaos"
"DOTA_Tooltip_modifier_present_of_chaos_crit_Description"   "Has a 20%% chance to 2x crit"
"DOTA_Tooltip_modifier_present_of_chaos_lifesteal"   "Present of Chaos"
"DOTA_Tooltip_modifier_present_of_chaos_lifesteal_Description"   "30%% lifesteal"


//////////////////////
// Mech
//////////////////////

"aircraft_factory"    "Aircraft Factory"
"bomber_factory"    "Bomber Factory"
"tank_factory"    "Tank Factory"
"heavy_tank_factory"    "Heavy Tank Factory"
"rocket_tank_factory"    "Rocket Tank Factory"
"assault_tank_factory"    "Assault Tank Factory"
"mine_layer_factory"    "Mine Layer Factory"
"demolition_lab"    "Demolition Lab"
"gun_smith"    "Gun Smith"
"arsenal"    "Arsenal"
"golem_factory"    "Golem Factory"
"precious_golem_factory"    "Precious Golem Factory"
"lumber_mill"    "Lumber Mill"
"power_plant"    "Power Plant"
"spare_part_heap"    "Spare Part Heap"
"energy_tower"    "Energy Tower"
"blue_shield_generator"    "Blue Shield Generator"
"red_shield_generator"    "Red Shield Generator"
"roterothopter"    "Roterothopter"
"gyrocopter"    "Gyrocopter"
"light_tank"    "Light Tank"
"heavy_tank"    "Heavy Tank"
"rocket_tank"    "Rocket Tank"
"assault_tank"    "Assault Tank"
"mine_layer"    "Mine Layer"
"lunatic_goblin"    "Lunatic Goblin"
"flame_gunner"    "Flame Gunner"
"flamegunner_sergeant"    "Flamegunner Sergeant"
"iron_golem"    "Iron Golem"
"adamant_golem"    "Adamant Golem"
"goblin_shredder"    "Goblin Shredder"
"gobbo_mechanist"    "Gobbo Mechanist"


"DOTA_Tooltip_Ability_build_aircraft_factory"                "Build Aircraft Factory"
"DOTA_Tooltip_Ability_build_aircraft_factory_Lore"           "Upgrades: 1"
"DOTA_Tooltip_Ability_build_aircraft_factory_Description"    "<h1>Roterothopter</h1>Attack: Pierce (500 range)<br>Armor: Light\n\n<h1>Abilities</h1>- Flying<br>- Can't attack ground<br>- Bash (30%%, 40dmg, 1.2s)"
"DOTA_Tooltip_Ability_train_roterothopter"                "Train Roterothopter"
"DOTA_Tooltip_Ability_train_roterothopter_Description"    "<h1>Roterothopter</h1>Attack: Pierce (500 range)<br>Armor: Light\n\n<h1>Abilities</h1>- Flying<br>- Can't attack ground<br>- Bash (30%%, 40dmg, 1.2s)"

"DOTA_Tooltip_Ability_upgrade_bomber_factory"                "Upgrade Bomber Factory"
"DOTA_Tooltip_Ability_upgrade_bomber_factory_Lore"           "Upgrades: 0"
"DOTA_Tooltip_Ability_upgrade_bomber_factory_Description"    "<h1>Gyrocopter</h1>Attack: Pierce (500 range)<br>Armor: Light\n\n<h1>Abilities</h1>- Flying<br>- Can't attack ground<br>- Bash (50%%, 60dmg, 1.2s)"
"DOTA_Tooltip_Ability_train_gyrocopter"                "Train Gyrocopter"
"DOTA_Tooltip_Ability_train_gyrocopter_Description"    ""

"DOTA_Tooltip_Ability_build_tank_factory"                "Build Tank Factory"
"DOTA_Tooltip_Ability_build_tank_factory_Lore"           "Upgrades: 1-2"
"DOTA_Tooltip_Ability_build_tank_factory_Description"    "<h1>Light Tank</h1>Attack: Normal (375 range)<br>Armor: Heavy\n\n<h1>Abilities</h1>- <font color='#C40000'>Can't attack air</font><br>- Light Tank Armor (-12 dmg)"
"DOTA_Tooltip_Ability_train_light_tank"                "Train Light Tank"
"DOTA_Tooltip_Ability_train_light_tank_Description"    "<h1>Light Tank</h1>Attack: Normal (375 range)<br>Armor: Heavy\n\n<h1>Abilities</h1>- <font color='#C40000'>Can't attack air</font><br>- Light Tank Armor (-12 dmg)"

"DOTA_Tooltip_Ability_upgrade_heavy_tank_factory"                "Upgrade Heavy Tank Factory"
"DOTA_Tooltip_Ability_upgrade_heavy_tank_factory_Lore"           "Upgrades: 1"
"DOTA_Tooltip_Ability_upgrade_heavy_tank_factory_Description"    "<h1>Heavy Tank</h1>Attack: Normal (400 range)<br>Armor: Heavy\n\n<h1>Abilities</h1>- <font color='#C40000'>Can't attack air</font><br>- Heavy Tank Armor (-24 dmg)"
"DOTA_Tooltip_Ability_train_heavy_tank"                "Train Heavy Tank"
"DOTA_Tooltip_Ability_train_heavy_tank_Description"    "<h1>Heavy Tank</h1>Attack: Normal (400 range)<br>Armor: Heavy\n\n<h1>Abilities</h1>- <font color='#C40000'>Can't attack air</font><br>- Heavy Tank Armor (-24 dmg)"

"DOTA_Tooltip_Ability_upgrade_rocket_tank_factory"                "Upgrade Rocket Tank Factory"
"DOTA_Tooltip_Ability_upgrade_rocket_tank_factory_Lore"           "Upgrades: 0"
"DOTA_Tooltip_Ability_upgrade_rocket_tank_factory_Description"    "<h1>Rocket Tank</h1>Attack: Normal (400 range)<br>Armor: Heavy\n\n<h1>Abilities</h1>- <font color='#C40000'>Can't attack air</font><br>- Heavy Tank Armor (-24 dmg)<br>- AA Rockets (225dmg, 0.5 rockets/second)"
"DOTA_Tooltip_Ability_train_rocket_tank"                "Train Rocket Tank"
"DOTA_Tooltip_Ability_train_rocket_tank_Description"    "<h1>Rocket Tank</h1>Attack: Normal (400 range)<br>Armor: Heavy\n\n<h1>Abilities</h1>- <font color='#C40000'>Can't attack air</font><br>- Heavy Tank Armor (-24 dmg)<br>- AA Rockets (225dmg, 0.5 rockets/second)"

"DOTA_Tooltip_Ability_upgrade_assault_tank_factory"                "Upgrade Assault Tank Factory"
"DOTA_Tooltip_Ability_upgrade_assault_tank_factory_Lore"           "Upgrades: 0"
"DOTA_Tooltip_Ability_upgrade_assault_tank_factory_Description"    "<h1>Assault Tank</h1>Attack: Chaos (550 range)<br>Armor: Heavy\n\n<h1>Abilities</h1>- <font color='#C40000'>Can't attack air</font><br>- Medium Tank Armor (-18 dmg)<br>- Splash Damage"
"DOTA_Tooltip_Ability_train_assault_tank"                "Train Assault Tank"
"DOTA_Tooltip_Ability_train_assault_tank_Description"    "<h1>Assault Tank</h1>Attack: Chaos (550 range)<br>Armor: Heavy\n\n<h1>Abilities</h1>- <font color='#C40000'>Can't attack air</font><br>- Medium Tank Armor (-18 dmg)<br>- Splash Damage"

"DOTA_Tooltip_Ability_upgrade_mine_layer_factory"                "Upgrade Mine Layer Factory"
"DOTA_Tooltip_Ability_upgrade_mine_layer_factory_Lore"           "Upgrades: 0"
"DOTA_Tooltip_Ability_upgrade_mine_layer_factory_Description"    "<h1>Mine Layer</h1>Attack: Normal (melee)<br>Armor: Heavy\n\n<h1>Abilities</h1>- <font color='#C40000'>Can't attack air</font><br>- Light Tank Armor (-12 dmg)<br>- Lay Mine (250 dmg)"
"DOTA_Tooltip_Ability_train_mine_layer"                "Train Mine Layer"
"DOTA_Tooltip_Ability_train_mine_layer_Description"    "<h1>Mine Layer</h1>Attack: Normal (melee)<br>Armor: Heavy\n\n<h1>Abilities</h1>- <font color='#C40000'>Can't attack air</font><br>- Light Tank Armor (-12 dmg)<br>- Lay Mine (250 dmg)"

"DOTA_Tooltip_Ability_build_demolition_lab"                "Build Demolition Lab"
"DOTA_Tooltip_Ability_build_demolition_lab_Lore"           "Upgrades: 0"
"DOTA_Tooltip_Ability_build_demolition_lab_Description"    "<h1>Lunatic Goblin</h1>Can't Attack<br>Armor: Unarmored\n\n<h1>Abilities</h1>- <font color='#C40000'>Can't attack air</font><br>- Suicide (275 dmg)<br>- Detonate (150 dmg)"
"DOTA_Tooltip_Ability_train_lunatic_goblin"                "Train Lunatic Goblin"
"DOTA_Tooltip_Ability_train_lunatic_goblin_Description"    "<h1>Lunatic Goblin</h1>Can't Attack<br>Armor: Unarmored\n\n<h1>Abilities</h1>- <font color='#C40000'>Can't attack air</font><br>- Suicide (275 dmg)<br>- Detonate (150 dmg)"

"DOTA_Tooltip_Ability_build_gun_smith"                "Build Gun Smith"
"DOTA_Tooltip_Ability_build_gun_smith_Lore"           "Upgrades: 1"
"DOTA_Tooltip_Ability_build_gun_smith_Description"    "<h1>Flame Gunner</h1>Attack: Chaos (200 range)<br>Armor: Light\n\n<h1>Abilities</h1>- <font color='#C40000'>Can't attack air</font><br>- Line Damage"
"DOTA_Tooltip_Ability_train_flame_gunner"                "Train Flame Gunner"
"DOTA_Tooltip_Ability_train_flame_gunner_Description"    "<h1>Flame Gunner</h1>Attack: Chaos (200 range)<br>Armor: Light\n\n<h1>Abilities</h1>- <font color='#C40000'>Can't attack air</font><br>- Line Damage"

"DOTA_Tooltip_Ability_upgrade_arsenal"                "Upgrade Arsenal"
"DOTA_Tooltip_Ability_upgrade_arsenal_Lore"           "Upgrades: 0"
"DOTA_Tooltip_Ability_upgrade_arsenal_Description"    "<h1>Flamegunner Sergeant</h1>Attack: Chaos (200 range)<br>Armor: Light\n\n<h1>Abilities</h1>- <font color='#C40000'>Can't attack air</font><br>- Line Damage<br>- Astral Grenade"
"DOTA_Tooltip_Ability_train_flamegunner_sergeant"                "Train Flamegunner Sergeant"
"DOTA_Tooltip_Ability_train_flamegunner_sergeant_Description"    "<h1>Flamegunner Sergeant</h1>Attack: Chaos (200 range)<br>Armor: Light\n\n<h1>Abilities</h1>- <font color='#C40000'>Can't attack air</font><br>- Line Damage<br>- Astral Grenade"

"DOTA_Tooltip_Ability_build_golem_factory"                "Build Golem Factory"
"DOTA_Tooltip_Ability_build_golem_factory_Lore"           "Upgrades: 1"
"DOTA_Tooltip_Ability_build_golem_factory_Description"    "<h1>Iron Golem</h1>Attack: Hero (melee)<br>Armor: Medium\n\n<h1>Abilities</h1>- Spell Resistance (30%%)<br>- Bash (15%%, 40dmg, 2s)<br>- Pulverize (25%%, 60 dmg)"
"DOTA_Tooltip_Ability_train_iron_golem"                "Train Iron Golem"
"DOTA_Tooltip_Ability_train_iron_golem_Description"    "<h1>Iron Golem</h1>Attack: Hero (melee)<br>Armor: Medium\n\n<h1>Abilities</h1>- Spell Resistance (30%%)<br>- Bash (15%%, 40dmg, 2s)<br>- Pulverize (25%%, 60 dmg)"

"DOTA_Tooltip_Ability_upgrade_precious_golem_factory"                "Upgrade Precious Golem Factory"
"DOTA_Tooltip_Ability_upgrade_precious_golem_factory_Lore"           "Upgrades: 0"
"DOTA_Tooltip_Ability_upgrade_precious_golem_factory_Description"    "<h1>Adamant Golem</h1>Attack: Hero (melee)<br>Armor: Divine\n\n<h1>Abilities</h1>- Extreme Spell Resistance (90%%)<br>- Bash (50%%, 100dmg, 2s)<br>- Pulverize (40%%, 150 dmg)"
"DOTA_Tooltip_Ability_train_adamant_golem"                "Train Adamant Golem"
"DOTA_Tooltip_Ability_train_adamant_golem_Description"    "<h1>Adamant Golem</h1>Attack: Hero (melee)<br>Armor: Divine\n\n<h1>Abilities</h1>- Extreme Spell Resistance (90%%)<br>- Bash (50%%, 100dmg, 2s)<br>- Pulverize (40%%, 150 dmg)"

"DOTA_Tooltip_Ability_build_lumber_mill"                "Build Lumber Mill"
"DOTA_Tooltip_Ability_build_lumber_mill_Lore"           "Upgrades: 0"
"DOTA_Tooltip_Ability_build_lumber_mill_Description"    "<h1>Goblin Shredder</h1>Attack: Pierce (melee)<br>Armor: Medium\n\n<h1>Abilities</h1>- Inducted Rage<br>- Detonate (50 dmg)<br>- Shredder Attack"
"DOTA_Tooltip_Ability_train_goblin_shredder"                "Train Goblin Shredder"
"DOTA_Tooltip_Ability_train_goblin_shredder_Description"    "<h1>Goblin Shredder</h1>Attack: Pierce (melee)<br>Armor: Medium\n\n<h1>Abilities</h1>- Inducted Rage<br>- Detonate (50 dmg)<br>- Shredder Attack"


"DOTA_Tooltip_Ability_item_build_power_plant"   "Build Power Plant"
"DOTA_Tooltip_Ability_item_build_power_plant_Lore"  "Upgrades: 0"
"DOTA_Tooltip_Ability_item_build_power_plant_Description"   "<h1>Power Buildings</h1>Powers all buildings in 180 range, giving them +2 armor. Empowered buildings have a chance to get negative buffs removed from them. In addition, towers gain +25%% damage and special buildings gain +0.25 mana/sec (it doesn't show on the mana bar, but it's there, trust me). Creep producing structures train stronger creeps./n- 100 bonus HP<br>- 2 bonus armor<br>- 20%% bonus damage"

"DOTA_Tooltip_Ability_item_build_spare_part_heap"   "Build Spare Part Heap"
"DOTA_Tooltip_Ability_item_build_spare_part_heap_Lore"  "Upgrades: 0"
"DOTA_Tooltip_Ability_item_build_spare_part_heap_Description"   "<h1>Assemble Gobbo Mechanist</h1> Assembles a Gobbo Mechanist every 25 seconds, which lasts 40 seconds and looks for damaged buildings and mechanical units it can repair."

"DOTA_Tooltip_Ability_item_build_energy_tower"   "Build Energy Tower"
"DOTA_Tooltip_Ability_item_build_energy_tower_Lore"  "Upgrades: 0"
"DOTA_Tooltip_Ability_item_build_energy_tower_Description"   "Attack: Chaos (600 range)<h1>Abilities</h1>- Bouncing Attack (3 targets, 30%% less on each bounce)<br>- Energy Burst (20%%, 4 targets, 80 dmg, 20%% less on each bounce)"

"DOTA_Tooltip_Ability_item_build_blue_shield_generator"   "Build Blue Shield Generator"
"DOTA_Tooltip_Ability_item_build_blue_shield_Lore"  "Upgrades: 1"
"DOTA_Tooltip_Ability_item_build_blue_shield_generator_Description"   "<h1>Energy Shield</h1>Shields a random friendly unit with energy, giving it +2 armor. The next time the unit is hit by a negative building ability, the ability will have no effect and the shield will vanish."

"DOTA_Tooltip_Ability_upgrade_red_shield_generator"   "Upgrade Red Shield Generator"
"DOTA_Tooltip_Ability_upgrade_red_shield_generator_Lore"  "Upgrades: 0"
"DOTA_Tooltip_Ability_upgrade_red_shield_generator_Description"   "<h1>Greater Energy Shield</h1>Shields a random friendly unit with energy, giving it +4 armor. The next two times the unit is hit by a negative building ability, the ability will have no effect. In addition, the unit will gain +100 health."

"DOTA_Tooltip_Ability_generator_energy_shield"   "Energy Shield"
"DOTA_Tooltip_Ability_generator_energy_shield_Description"   "Shields a random friendly unit with energy, giving it +%armor% armor. The next %initial_stacks% times the unit is hit by a negative building ability, the ability will have no effect."
"DOTA_Tooltip_Ability_energy_tower_bouncing_attack"   "Bouncing Attack"
"DOTA_Tooltip_Ability_energy_tower_bouncing_attack_bounces"   "Bounces:"
"DOTA_Tooltip_Ability_energy_tower_bouncing_attack_damage_reduction_percent"   "%Damage Reduction:"
"DOTA_Tooltip_Ability_energy_tower_bouncing_attack_Description"   "Attacks bounce to nearby enemies."
"DOTA_Tooltip_Ability_energy_tower_energy_burst"   "Energy Burst"
"DOTA_Tooltip_Ability_energy_tower_energy_burst_Description"   "Has a %trigger_chance%%% chance to release a burst of energy that bounces to up to %max_targets% enemies. Does %initial_damage% initial damage, and 20%% less on each bounce."
"DOTA_Tooltip_Ability_assemble_gobbo_mechanist"   "Assemble Gobbo Mechanist"
"DOTA_Tooltip_Ability_assemble_gobbo_mechanist_Description"   "Assembles a Gobbo Mechanist every 25 seconds, which lasts %duration% seconds and looks for damaged buildings and mechanical units it can repair"
"DOTA_Tooltip_Ability_power_buildings"   "Power Buildings"
"DOTA_Tooltip_Ability_power_buildings_Description"   "Powers all buildings in %radius% range, giving them +%armor% armor. Empowered buildings have a chance to get negative buffs removed from them. In addition, towers gain +%tower_damage%%% damage and special buildings gain +%mana_regen% mana/sec (it doesn't show on the mana bar, but it's there, trust me). Creep producing structures train stronger creeps./n- %creep_health% bonus HP<br>- %creep_armor% bonus armor<br>- %creep_damage%%% bonus damage"
"DOTA_Tooltip_Ability_gyrocopter_bash"   "Bash"
"DOTA_Tooltip_Ability_gyrocopter_bash_bash_duration"   "Stun Duration:"
"DOTA_Tooltip_Ability_gyrocopter_bash_bash_chance"   "%Proc Chance:"
"DOTA_Tooltip_Ability_gyrocopter_bash_bash_damage"   "Damage:"
"DOTA_Tooltip_Ability_gyrocopter_bash_Description"   "Has a chance to stun the enemy on each hit."
"DOTA_Tooltip_Ability_adamant_golem_bash"   "Bash"
"DOTA_Tooltip_Ability_adamant_golem_bash_bash_duration"   "Stun Duration:"
"DOTA_Tooltip_Ability_adamant_golem_bash_bash_chance"   "%Proc Chance:"
"DOTA_Tooltip_Ability_adamant_golem_bash_bash_damage"   "Damage:"
"DOTA_Tooltip_Ability_adamant_golem_bash_Description"   "Has a chance to stun the enemy on each hit."
"DOTA_Tooltip_Ability_tank_armor"   "Tank Armor"
"DOTA_Tooltip_Ability_tank_armor_damage_reduced"   "Damage Reduced:"
"DOTA_Tooltip_Ability_tank_armor_Description"   "Reduces damage of all incoming attacks"
"DOTA_Tooltip_Ability_rocket_tank_aa_rockets"   "AA Rockets"
"DOTA_Tooltip_Ability_rocket_tank_aa_rockets_Description"   "Fires a rocket at a random flying enemy in %radius% range every 2 seconds. Each rocket deals %damage% damage"
"DOTA_Tooltip_Ability_mine_layer_lay_mine"   "Lay Mine"
"DOTA_Tooltip_Ability_mine_layer_lay_mine_Description"   "Lay a mine that explodes when enemies walk on top of it.\nDeals 250 damage to enemies in %close_radius% range, and %damage% damage to enemies in %far_radius% range"
"DOTA_Tooltip_Ability_lunatic_goblin_suicide"   "Suicide"
"DOTA_Tooltip_Ability_lunatic_goblin_suicide_Description"   "The Lunatic Goblin blows itself up, dealing %full_damage% damage to ground units in %close_radius% aoe, and %far_damage% damage to ground units in %far_radius% aoe. Does 75% damage to buildings."
"DOTA_Tooltip_Ability_lunatic_goblin_detonate"   "Detonate"
"DOTA_Tooltip_Ability_lunatic_goblin_detonate_Description"   "Upon death, does %damage% to ground enemies in %radius% aoe, further targets take less damage. Stacks with suicide."
"DOTA_Tooltip_Ability_flamegunner_line_damage"   "Line Damage"
"DOTA_Tooltip_Ability_flamegunner_line_damage_Description"   "Hits all units %attack_spill_range% range behind its attacks"
"DOTA_Tooltip_Ability_flamegunner_astral_grenade"   "Astral Grenade"
"DOTA_Tooltip_Ability_flamegunner_astral_grenade_Description"   "Launches a grenade that deals %damage% damage and burns up to %mana_burn% mana, dealing mana burned as damage. Slows units by %move_slow%%% for %slow_duration% seconds. %radius% AoE"
"DOTA_Tooltip_Ability_iron_golem_spell_resistance"   "Spell Resistance"
"DOTA_Tooltip_Ability_iron_golem_spell_resistance_magic_resistance"   "%Magic Resistance:"
"DOTA_Tooltip_Ability_iron_golem_spell_resistance_status_resistance"   "%Status Resistance:"
"DOTA_Tooltip_Ability_iron_golem_spell_resistance_Description"   "The Golem is resistant to the effect of most spells."
"DOTA_Tooltip_Ability_adamant_golem_pulverize"   "Pulverize"
"DOTA_Tooltip_Ability_adamant_golem_pulverize_chance"   "%Proc Chance:"
"DOTA_Tooltip_Ability_adamant_golem_pulverize_close_damage"   "Damage:"
"DOTA_Tooltip_Ability_adamant_golem_pulverize_Description"   "Has a chance to deal damage to nearby enemies with each attack. Deals less damage to enemies further away."
"DOTA_Tooltip_Ability_goblin_shredder_inducted_rage"   "Inducted Rage"
"DOTA_Tooltip_Ability_goblin_shredder_inducted_rage_Description"   "Each time the shredder is hit by a negative special building, it permanently gains %attack_speed%%% attackspeed and has a %block_chance%%% chance to block the spell's effect. Max of %max_stacks% stacks."
"DOTA_Tooltip_Ability_goblin_shredder_detonate"   "Detonate"
"DOTA_Tooltip_Ability_goblin_shredder_detonate_Description"   "Upon death, the shredder deals up to %base_damage% damage to enemies in %radius% range. Each time the shredder gets hit by a negative special building the damage gets doubled. Max of %max_stacks% hits."
"DOTA_Tooltip_Ability_goblin_shredder_attack"   "Shredder Attack"
"DOTA_Tooltip_Ability_goblin_shredder_attack_Description"   "Each attack does full damage to units in %radius% range in front of this unit"

"DOTA_Tooltip_modifier_power_buildings_aura_buff"   "Power Buildings"
"DOTA_Tooltip_modifier_power_buildings_aura_buff_Description"   "Building effectiveness increased. Increased armor, damage, mana regen, and trained units are stronger."
"DOTA_Tooltip_modifier_goblin_shredder_inducted_rage"   "Inducted Rage"
